Provider Name,Website,Program Name,Description,Day of the week,Start time,End time,Start date,End date,Required Days/Week,Enrollment Type,Min Age,Max Age,Prerequisite,Cost,Number Class,Cost Per Class,Address,Interest Category,Enrollment Status,Program Type,School Pickup From,Instructor Language,Tags,Contact Email,Contact Phone
Gotham Gymnastics,https://www.gothamgymnastics.com/classes,Gotham Girls Beginner,"Basics of women’s Olympic events: vault, uneven bars, balance beam, and floor exercise",Saturday,9:30 AM,10:25 AM,09/06/2025,1/24/2026,1,Semester Based,5,6,None,1240,20,62,"316 Douglass St, Brooklyn, NY",Sports,Open,In-person,,English,,info@gothamgymnastics.com,(718) 722-7211
Gotham Gymnastics,https://www.gothamgymnastics.com/classes,Gotham Girls Beginner,"Basics of women’s Olympic events: vault, uneven bars, balance beam, and floor exercise",Saturday,10:00 AM,10:55 AM,09/06/2025,1/24/2026,1,Semester Based,5,6,None,1240,20,62,"316 Douglass St, Brooklyn, NY",Sports,Waitlist,In-person,,English,,info@gothamgymnastics.com,(718) 722-7211
Gotham Gymnastics,https://www.gothamgymnastics.com/classes,Gotham Girls Beginner,"Basics of women’s Olympic events: vault, uneven bars, balance beam, and floor exercise",Saturday,10:30 AM,11:25 AM,09/06/2025,1/24/2026,1,Semester Based,5,6,None,1240,20,62,"316 Douglass St, Brooklyn, NY",Sports,Waitlist,In-person,,English,,info@gothamgymnastics.com,(718) 722-7211
Gotham Gymnastics,https://www.gothamgymnastics.com/classes,Gotham Girls Beginner,"Basics of women’s Olympic events: vault, uneven bars, balance beam, and floor exercise",Saturday,11:00 AM,11:55 AM,09/06/2025,1/24/2026,1,Semester Based,5,6,None,1240,20,62,"316 Douglass St, Brooklyn, NY",Sports,Waitlist,In-person,,English,,info@gothamgymnastics.com,(718) 722-7211
Gotham Gymnastics,https://www.gothamgymnastics.com/classes,Gotham Girls Beginner,"Basics of women’s Olympic events: vault, uneven bars, balance beam, and floor exercise",Saturday,11:30 AM,12:25 PM,09/06/2025,1/24/2026,1,Semester Based,5,6,None,1240,20,62,"316 Douglass St, Brooklyn, NY",Sports,Open,In-person,,English,,info@gothamgymnastics.com,(718) 722-7211
Gotham Gymnastics,https://www.gothamgymnastics.com/classes,Gotham Girls Beginner,"Basics of women’s Olympic events: vault, uneven bars, balance beam, and floor exercise",Saturday,12:30 PM,1:25 PM,09/06/2025,1/24/2026,1,Semester Based,5,6,None,1240,20,62,"316 Douglass St, Brooklyn, NY",Sports,Open,In-person,,English,,info@gothamgymnastics.com,(718) 722-7211
Gotham Gymnastics,https://www.gothamgymnastics.com/classes,Gotham Girls Beginner,"Basics of women’s Olympic events: vault, uneven bars, balance beam, and floor exercise",Sunday,8:30 AM,9:25 AM,09/07/2025,1/25/2026,1,Semester Based,5,6,None,1240,20,62,"316 Douglass St, Brooklyn, NY",Sports,Open,In-person,,English,,info@gothamgymnastics.com,(718) 722-7211
Gotham Gymnastics,https://www.gothamgymnastics.com/classes,Gotham Girls Beginner,"Basics of women’s Olympic events: vault, uneven bars, balance beam, and floor exercise",Sunday,9:00 AM,9:55 AM,09/06/2025,1/24/2026,1,Semester Based,5,6,None,1240,20,62,"316 Douglass St, Brooklyn, NY",Sports,Open,In-person,,English,,info@gothamgymnastics.com,(718) 722-7211
Gotham Gymnastics,https://www.gothamgymnastics.com/classes,Gotham Girls Beginner,"Basics of women’s Olympic events: vault, uneven bars, balance beam, and floor exercise",Sunday,9:30 AM,10:25 AM,09/06/2025,1/24/2026,1,Semester Based,5,6,None,1240,20,62,"316 Douglass St, Brooklyn, NY",Sports,Open,In-person,,English,,info@gothamgymnastics.com,(718) 722-7211
Gotham Gymnastics,https://www.gothamgymnastics.com/classes,Gotham Girls Beginner,"Basics of women’s Olympic events: vault, uneven bars, balance beam, and floor exercise",Sunday,10:00 AM,10:55 AM,09/06/2025,1/24/2026,1,Semester Based,5,6,None,1240,20,62,"316 Douglass St, Brooklyn, NY",Sports,Waitlist,In-person,,English,,info@gothamgymnastics.com,(718) 722-7211
Gotham Gymnastics,https://www.gothamgymnastics.com/classes,Gotham Girls Beginner,"Basics of women’s Olympic events: vault, uneven bars, balance beam, and floor exercise",Sunday,10:30 AM,11:25 AM,09/06/2025,1/24/2026,1,Semester Based,5,6,None,1240,20,62,"316 Douglass St, Brooklyn, NY",Sports,Open,In-person,,English,,info@gothamgymnastics.com,(718) 722-7211
Gotham Gymnastics,https://www.gothamgymnastics.com/classes,Gotham Girls Beginner,"Basics of women’s Olympic events: vault, uneven bars, balance beam, and floor exercise",Sunday,11:00 AM,11:55 AM,09/06/2025,1/24/2026,1,Semester Based,5,6,None,1240,20,62,"316 Douglass St, Brooklyn, NY",Sports,Open,In-person,,English,,info@gothamgymnastics.com,(718) 722-7211
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Preschool Gymnastics (4 yrs),Gymnastics for young atheletes,Thursday,3:30 PM,4:15 PM,09/04/2025,11/20/2025,1,Semester Based,3,4,None,690,12,57.5,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Preschool Gymnastics (4 yrs),Gymnastics for young atheletes,Thursday,4:30 PM,5:15 PM,09/04/2025,11/20/2025,1,Semester Based,3,4,None,690,12,57.5,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Preschool Gymnastics (4 yrs),Gymnastics for young atheletes,Saturday,10:40 AM,11:25 AM,09/06/2025,11/22/2025,1,Semester Based,3,4,None,690,12,57.5,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Preschool Gymnastics (4 yrs),Gymnastics for young atheletes,Saturday,11:30 AM,12:15 PM,09/06/2025,11/22/2025,1,Semester Based,3,4,None,690,12,57.5,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Preschool Gymnastics (4 yrs),Gymnastics for young atheletes,Saturday,12:00 PM,12:45 PM,09/06/2025,11/22/2025,1,Semester Based,3,4,None,690,12,57.5,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Preschool Gymnastics (4 yrs),Gymnastics for young atheletes,Sunday,10:40 AM,11:25 AM,09/07/2025,11/23/2025,1,Semester Based,3,4,None,690,12,57.5,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Preschool Gymnastics (4 yrs),Gymnastics for young atheletes,Sunday,11:30 AM,12:15 PM,09/07/2025,11/23/2025,1,Semester Based,3,4,None,690,12,57.5,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Preschool Gymnastics (4 yrs),Gymnastics for young atheletes,Monday,3:30 PM,4:15 PM,09/08/2025,11/24/2025,1,Semester Based,3,4,None,690,12,57.5,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Preschool Gymnastics (4 yrs),Gymnastics for young atheletes,Monday,4:30 PM,5:15 PM,09/08/2025,11/24/2025,1,Semester Based,3,4,None,690,12,57.5,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Preschool Gymnastics (4 yrs),Gymnastics for young atheletes,Tuesday,3:30 PM,4:15 PM,09/09/2025,11/25/2025,1,Semester Based,3,4,None,690,12,57.5,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Preschool Gymnastics (4 yrs),Gymnastics for young atheletes,Tuesday,4:30 PM,5:15 PM,09/09/2025,11/25/2025,1,Semester Based,3,4,None,690,12,57.5,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Preschool Gymnastics (4 yrs),Gymnastics for young atheletes,Wednesday,4:30 PM,5:15 PM,09/10/2025,11/26/2025,1,Semester Based,3,4,None,690,12,57.5,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Preschool Gymnastics (4 yrs),Gymnastics for young atheletes,Wednesday,4:30 PM,5:15 PM,09/10/2025,11/26/2025,1,Semester Based,3,4,None,690,12,57.5,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Future Stars,Building more advanced skill sets,Saturday,9:00 AM,10:10 AM,09/06/2025,11/22/2025,1,Semester Based,4,5,Yes,921.84,12,76.82,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Future Stars,Building more advanced skill sets,Sunday,10:15 AM,11:25 AM,09/07/2025,11/23/2025,1,Semester Based,4,5,Yes,921.84,12,76.82,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Future Stars,Building more advanced skill sets,Sunday,11:30 AM,12:40 PM,09/07/2025,11/23/2025,1,Semester Based,4,5,Yes,921.84,12,76.82,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Future Stars,Building more advanced skill sets,Tuesday,3:30 PM,4:40 PM,09/09/2025,11/25/2025,1,Semester Based,4,5,Yes,921.84,12,76.82,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Preschool Gymnastics (4 yrs),Gymnastics for young atheletes,Wednesday,3:30 PM,4:40 PM,09/10/2025,11/26/2025,1,Semester Based,4,5,Yes,921.84,12,76.82,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Thursday,3:15 PM,3:45 PM,09/04/2025,11/20/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Thursday,3:45 PM,4:15 PM,09/04/2025,11/20/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Thursday,4:15 PM,4:45 PM,09/04/2025,11/20/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Thursday,4:45 PM,5:15 PM,09/04/2025,11/20/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Friday,3:30 PM,4:00 PM,09/05/2025,11/21/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Saturday,9:00 AM,9:30 AM,09/06/2025,11/22/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Saturday,9:30 AM,10:00 AM,09/06/2025,11/22/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Saturday,10:30 AM,11:00 AM,09/06/2025,11/22/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Saturday,11:30 AM,12:00 PM,09/06/2025,11/22/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Saturday,1:45 PM,2:15 PM,09/06/2025,11/22/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Sunday,9:00 AM,9:30 AM,09/07/2025,11/23/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Sunday,9:30 AM,10:00 AM,09/07/2025,11/23/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Sunday,10:30 AM,11:00 AM,09/07/2025,11/23/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Sunday,11:30 AM,12:00 PM,09/07/2025,11/23/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Sunday,2:15 PM,2:45 PM,09/07/2025,11/23/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Sunday,3:15 PM,3:45 PM,09/07/2025,11/23/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Monday,3:45 PM,4:15 PM,09/08/2025,11/24/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Monday,4:15 PM,4:45 PM,09/08/2025,11/24/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Monday,4:45 PM,5:15 PM,09/08/2025,11/24/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Tuesday,3:45 PM,4:15 PM,09/09/2025,11/25/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Tuesday,4:15 PM,4:45 PM,09/09/2025,11/25/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Tuesday,4:45 PM,5:15 PM,09/09/2025,11/25/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Wednesday,3:45 PM,4:15 PM,09/10/2025,11/26/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Lions (3.5 - 5yr),"Continues to build independent swimming skills, introducing major strokes. Emphasis on mastering Freestyle, Backstroke, and side breathing. Age-based classes with small ratios.",Wednesday,4:15 PM,4:45 PM,09/10/2025,11/26/2025,1,Semester Based,3.5,5,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Thursday,3:45 PM,4:15 PM,09/04/2025,11/20/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Friday,3:00 PM,3:30 PM,09/05/2025,11/21/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Saturday,8:30 AM,9:00 AM,09/06/2025,11/22/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Saturday,9:30 AM,10:00 AM,09/06/2025,11/22/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Saturday,10:00 AM,10:30 AM,09/06/2025,11/22/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Saturday,11:30 AM,12:00 PM,09/06/2025,11/22/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Saturday,1:15 PM,1:45 PM,09/06/2025,11/22/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Saturday,2:15 PM,2:45 PM,09/06/2025,11/22/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Sunday,8:30 AM,9:00 AM,09/07/2025,11/23/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Sunday,9:00 AM,9:30 AM,09/07/2025,11/23/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Sunday,9:30 AM,10:00 AM,09/07/2025,11/23/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Sunday,10:00 AM,10:30 AM,09/07/2025,11/23/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Sunday,11:30 AM,12:00 PM,09/07/2025,11/23/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
